Sl.No.,Heads of Crime,Major Heads,Minor Heads,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,,,,,,,
735,C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC),NA,49,12,16,16,,408,,,22,,
736,C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,NA,58,31,13,28,,,,,978,,
737,C. CRIMES AGAINST WOMEN,Indecent Representation of Women(Prohibition) Act-1986,NA,0,0,0,0,,,,,,,
738,C. CRIMES AGAINST WOMEN,Pornography,NA,0,1,0,0,,,224,,,,
739,C. CRIMES AGAINST WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),NA,35,12,13,11,,,,393,,,
740,C. CRIMES AGAINST WOMEN,Offences related to Marriage,NA,5,4,2,1,,,,29,,,
741,C. CRIMES AGAINST WOMEN,Cyber Crimes,NA,766,375,219,257,,,,364,,,
742,D.CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",NA,3,0,0,3,,,,,,,
743,D.CRIME AGAINST CHILDREN,Rape on Minor,NA,0,0,0,0,,,,,,,
744,D.CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC),NA,9,10,2,4,,,,,,,
745,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,NA,1068,321,317,386,,,,,,,
746,D.CRIME AGAINST CHILDREN,For Ransom - of Children,NA,3,0,0,2,,,,,,,
747,D.CRIME AGAINST CHILDREN,of Children - for begging,NA,0,0,0,0,,,,,,,
748,D.CRIME AGAINST CHILDREN,of Girls - Immoral Purpose,NA,1,0,1,0,,,,,,,
749,D.CRIME AGAINST CHILDREN,With intent to Steal from Child,NA,0,0,0,0,,,,,,,
750,D.CRIME AGAINST CHILDREN,Lawful Guardianship,NA,1,1,1,0,,,,3521,,,
751,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Prostitution,NA,0,0,0,0,,,,31,,,
752,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - Importing of Girl,NA,0,0,0,0,,,,3490,,,
753,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Other Purposes,NA,0,3,0,0,,,,,,,
754,D.CRIME AGAINST CHILDREN,Selling of girls for Prostitution (Sec.372 IPC),NA,0,0,0,0,,,,,,,
755,D.CRIME AGAINST CHILDREN,The Prohibition of Child Marriage Act - 2006,NA,41,16,18,13,,,,,,,
756,D.CRIME AGAINST CHILDREN,POCSO Act,NA,1125,400,386,368,,,,,,,
757,D.CRIME AGAINST CHILDREN,Death of Children due to miscarriage,NA,4,4,2,2,,,,,,,
758,D.CRIME AGAINST CHILDREN,Juvenile Justice Act,NA,32,31,9,13,,,,,,,
759,D.CRIME AGAINST CHILDREN,Child Labour (Pro.& Reg.) Act,NA,20,2,6,5,,,,,,,
760,D.CRIME AGAINST CHILDREN,Probation of Offenders Act,NA,0,0,0,0,,,,,,,
761,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Murder,NA,21,7,7,6,,,,,,,
762,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Rape,NA,23,11,10,3,,,,,,,
763,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Kidnapping,NA,55,21,22,13,,,,,,,
764,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the Protection of Civil Rights Act.,NA,0,0,1,0,,,,,,,
765,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),NA,566,166,173,203,,,,,,,
